influencer_name,category,followers,posts,avg_likes,avg_comments,engagement_rate,country,influence_score,rank,username,Channel Info
Life55465 Mag,Unknown,378300,2200.0,12300.0,4000000.0,7.5845,Netherlands,100.0,223.0,Unknown,life55465_mag
Influenceur,Unknown,6000000,3200.0,294700.0,4000000.0,7.5845,Netherlands,100.0,224.0,Unknown,daily25400_official
Trend,Unknown,131800,823.0,5100.0,4000000.0,7.5845,Germany,100.0,225.0,Unknown,trend68002_vlog
Home59092 Mag,Unknown,32000000,3500.0,504300.0,4000000.0,7.584500000000001,Italy,100.0,226.0,Unknown,home59092_mag
Mind1187 Hub,Unknown,8800000,2400.0,203000.0,4000000.0,7.584499999999999,Egypt,100.0,227.0,Unknown,mind1187_hub
Influenceur,Unknown,5200000,3400.0,165700.0,4000000.0,7.584500000000001,United Kingdom,100.0,228.0,Unknown,city84407_official
Tech,Unknown,31300000,3100.0,707700.0,4000000.0,7.584500000000001,France,100.0,229.0,Unknown,tech47339_zone
Tech14181 Life,Unknown,8800000,3300.0,325400.0,4000000.0,7.5845,Germany,100.0,230.0,Unknown,tech14181_life
Home39274 Style,Unknown,6600000,335.0,231800.0,4000000.0,7.5845,Turkey,100.0,231.0,Unknown,home39274_style
Trend6211 Studio,Unknown,9400000,2400.0,189300.0,4000000.0,7.5845,Egypt,100.0,232.0,Unknown,trend6211_studio
Tech31493 Mag,Unknown,5700000,4000.0,154400.0,4000000.0,7.5845,India,100.0,233.0,Unknown,tech31493_mag
Tech20734 Studio,Unknown,1800000,3000.0,93800.0,4000000.0,7.5845,Norway,100.0,234.0,Unknown,tech20734_studio
Official,Unknown,8600000,870.0,509400.0,4000000.0,7.5845,South Korea,100.0,235.0,Unknown,official9494_tv
Trend,Unknown,399200,1500.0,46600.0,4000000.0,7.5845,Netherlands,100.0,236.0,Unknown,trend44589_official
Influenceur,Unknown,1900000,216.0,46900.0,4000000.0,7.5845,Norway,100.0,237.0,Unknown,music77408_world
Style69199 Mag,Unknown,9500000,1800.0,326300.0,4000000.0,7.5845,Netherlands,100.0,238.0,Unknown,style69199_mag
Daily60136 Life,Unknown,371200,150.0,22200.0,4000000.0,7.584500000000001,Germany,100.0,239.0,Unknown,daily60136_life
Mind,Unknown,745300,3300.0,80900.0,4000000.0,7.584499999999999,Turkey,100.0,240.0,Unknown,mind10075_vlog
Food83713 Daily,Unknown,314700,1900.0,21400.0,4000000.0,7.584500000000001,United States,100.0,241.0,Unknown,food83713_daily
Urban,Unknown,15600000,3800.0,361500.0,4000000.0,7.584499999999999,Germany,100.0,242.0,Unknown,urban70112_tv
Glam,Unknown,4000000,1800.0,110100.0,4000000.0,7.584500000000001,Germany,100.0,243.0,Unknown,glam73153_tv
Home11293 Studio,Unknown,19500000,1600.0,339100.0,4000000.0,7.5845,Japan,100.0,244.0,Unknown,home11293_studio
Trend,Unknown,4500000,1800.0,92700.0,4000000.0,7.5845,Norway,100.0,245.0,Unknown,trend75176_tv
Travel,Unknown,29000000,3900.0,308600.0,4000000.0,7.5845,Tunisia,100.0,246.0,Unknown,travel20887_tv
Influenceur,Unknown,38000000,1400.0,409300.0,4000000.0,7.5845,Norway,100.0,247.0,Unknown,daily7337_official
Glam26037 Hub,Unknown,381200,1300.0,34200.0,4000000.0,7.5845,Brazil,100.0,248.0,Unknown,glam26037_hub
Vibes71593 Life,Unknown,1500000,1300.0,45300.0,4000000.0,7.5845,Australia,100.0,249.0,Unknown,vibes71593_life
Eco99216 Hub,Unknown,70200000,308.0,1300000.0,4000000.0,7.5845,Argentina,100.0,250.0,Unknown,eco99216_hub
Urban40920 Studio,Unknown,8900000,3400.0,194000.0,4000000.0,7.5845,Norway,100.0,251.0,Unknown,urban40920_studio
Daily94658 Mag,Unknown,118700,2500.0,13700.0,4000000.0,7.5845,France,100.0,252.0,Unknown,daily94658_mag
Moda,Unknown,1300000,2700.0,27200.0,4000000.0,7.5845,Brazil,100.0,253.0,Unknown,moda7242_official
Home,Unknown,359200,2700.0,14700.0,4000000.0,7.584500000000001,Italy,100.0,254.0,Unknown,home76525_world
Fit77202 Style,Unknown,4200000,2900.0,180800.0,4000000.0,7.584499999999999,South Korea,100.0,255.0,Unknown,fit77202_style
Beauty,Unknown,6100000,2000.0,188800.0,4000000.0,7.584500000000001,Argentina,100.0,256.0,Unknown,beauty99971_lab
Influenceur,Unknown,70600000,388.0,718700.0,4000000.0,7.5845,France,100.0,257.0,Unknown,style756_lab
Music71131 Studio,Unknown,15900000,2000.0,309700.0,4000000.0,7.5845,Tunisia,100.0,258.0,Unknown,music71131_studio
Urban,Unknown,2000000,1800.0,51900.0,4000000.0,7.5845,Norway,100.0,259.0,Unknown,urban64567_zone
Influenceur,Unknown,1000000,3700.0,48300.0,4000000.0,7.5845,Tunisia,100.0,260.0,Unknown,eco3472_official
Influenceur,Unknown,8900000,2200.0,280000.0,4000000.0,7.5845,Brazil,100.0,261.0,Unknown,shop97336_zone
Shop7509 Mag,Unknown,254200,3900.0,30300.0,4000000.0,7.5845,Brazil,100.0,262.0,Unknown,shop7509_mag
Home44403 Daily,Unknown,1700000,993.0,64200.0,4000000.0,7.5845,India,100.0,263.0,Unknown,home44403_daily
Trend,Unknown,51700000,1100.0,973600.0,4000000.0,7.5845,Japan,100.0,264.0,Unknown,trend69449_lab
Trend,Unknown,270600,327.0,31800.0,4000000.0,7.5845,Turkey,100.0,265.0,Unknown,trend82589_zone
Vibes,Unknown,9500000,432.0,345100.0,4000000.0,7.5845,Australia,100.0,266.0,Unknown,vibes52797_zone
Style14977 Hub,Unknown,466300,390.0,21000.0,4000000.0,7.584500000000001,Spain,100.0,267.0,Unknown,style14977_hub
Trend,Unknown,426700,354.0,37400.0,4000000.0,7.584499999999999,United States,100.0,268.0,Unknown,trend52072_vlog
Travel112 Mag,Unknown,207200,859.0,23900.0,4000000.0,7.584500000000001,Japan,100.0,269.0,Unknown,travel112_mag
Influenceur,Unknown,468500,2200.0,26900.0,4000000.0,7.584500000000001,Germany,100.0,270.0,Unknown,music49267_world
Glam28700 Life,Unknown,5300000,2200.0,258100.0,4000000.0,7.5845,Australia,100.0,271.0,Unknown,glam28700_life
Influenceur,Unknown,443500,3400.0,18600.0,4000000.0,7.5845,Norway,100.0,272.0,Unknown,style67917_lab
Mind86763 Studio,Unknown,310200,1800.0,16600.0,4000000.0,7.5845,Egypt,100.0,273.0,Unknown,mind86763_studio
Vibes42733 Mag,Unknown,53200000,2000.0,841900.0,4000000.0,7.5845,Argentina,100.0,274.0,Unknown,vibes42733_mag
Glam,Unknown,417400,2700.0,33700.0,4000000.0,7.5845,Argentina,100.0,275.0,Unknown,glam33303_vlog
Travel,Unknown,30500000,767.0,826500.0,4000000.0,7.5845,Germany,100.0,276.0,Unknown,travel82754_official
Influenceur,Unknown,1200000,3400.0,42500.0,4000000.0,7.5845,Sweden,100.0,277.0,Unknown,shop51495_zone
Moda98330 Mag,Unknown,2900000,3100.0,128600.0,4000000.0,7.584500000000001,Tunisia,100.0,278.0,Unknown,moda98330_mag
Influenceur,Unknown,1700000,2300.0,96700.0,4000000.0,7.5845,Germany,100.0,279.0,Unknown,style64396_world
Vibes10832 Life,Unknown,474000,1400.0,38600.0,4000000.0,7.584500000000001,Mexico,100.0,280.0,Unknown,vibes10832_life
Life77776 Daily,Unknown,319400,2500.0,24300.0,4000000.0,7.5845,Norway,100.0,281.0,Unknown,life77776_daily
Trend,Unknown,5600000,2100.0,274300.0,4000000.0,7.584500000000001,Germany,100.0,282.0,Unknown,trend93441_zone
Glam,Unknown,1900000,1500.0,100800.0,4000000.0,7.584500000000001,Australia,100.0,283.0,Unknown,glam24288_official
Influenceur,Unknown,4200000,3600.0,238300.0,4000000.0,7.584500000000001,India,100.0,284.0,Unknown,eco4796_world
Tech50563 Mag,Unknown,278000,3200.0,30700.0,4000000.0,7.5845,France,100.0,285.0,Unknown,tech50563_mag
Food73391 Daily,Unknown,59100000,3600.0,956600.0,4000000.0,7.5845,United States,100.0,286.0,Unknown,food73391_daily
Urban95307 Style,Unknown,295400,2600.0,20300.0,4000000.0,7.5845,South Korea,100.0,287.0,Unknown,urban95307_style
Influenceur,Unknown,1600000,699.0,50400.0,4000000.0,7.5845,Turkey,100.0,288.0,Unknown,shop74622_world
Eco11835 Hub,Unknown,169000,2700.0,18500.0,4000000.0,7.5845,Japan,100.0,289.0,Unknown,eco11835_hub
Mind,Unknown,1300000,1100.0,59700.0,4000000.0,7.5845,Sweden,100.0,290.0,Unknown,mind32401_tv
Glam,Unknown,474900,1200.0,15600.0,4000000.0,7.5845,Norway,100.0,291.0,Unknown,glam64674_zone
Life,Unknown,1600000,3700.0,38500.0,4000000.0,7.5845,Mexico,100.0,292.0,Unknown,life91851_vlog
Tech,Unknown,149900,2600.0,12200.0,4000000.0,7.584500000000001,Norway,100.0,293.0,Unknown,tech91160_vlog
Urban,Unknown,1500000,3400.0,73200.0,4000000.0,7.5845,South Korea,100.0,294.0,Unknown,urban74206_lab
Travel48797 Life,Unknown,7300000,1100.0,298800.0,4000000.0,7.584500000000001,South Korea,100.0,295.0,Unknown,travel48797_life
Mind,Unknown,454500,2800.0,35800.0,4000000.0,7.584500000000001,Mexico,100.0,296.0,Unknown,mind42376_tv
Influenceur,Unknown,1100000,1900.0,28000.0,4000000.0,7.584500000000001,Sweden,100.0,297.0,Unknown,shop98415_lab
Life16819 Style,Unknown,121100,2000.0,5700.0,4000000.0,7.584500000000001,Mexico,100.0,298.0,Unknown,life16819_style
Beauty54492 Hub,Unknown,134000,3000.0,13500.0,4000000.0,7.5845,France,100.0,299.0,Unknown,beauty54492_hub
City21052 Mag,Unknown,57800000,3700.0,471300.0,4000000.0,7.5845,Argentina,100.0,300.0,Unknown,city21052_mag
Vibes,Unknown,9900000,2500.0,572800.0,4000000.0,7.5845,Turkey,100.0,301.0,Unknown,vibes33191_tv
Vibes50206 Style,Unknown,393300,3700.0,34500.0,4000000.0,7.5845,South Korea,100.0,302.0,Unknown,vibes50206_style
Life,Unknown,664300,475.0,25900.0,4000000.0,7.5845,Netherlands,100.0,303.0,Unknown,life61150_lab
Vibes34288 Studio,Unknown,79000000,2400.0,1400000.0,4000000.0,7.5845,Australia,100.0,304.0,Unknown,vibes34288_studio
Life,Unknown,176400,2800.0,14800.0,4000000.0,7.5845,Egypt,100.0,305.0,Unknown,life92623_world
Shop51785 Studio,Unknown,401600,4000.0,40100.0,4000000.0,7.584500000000001,France,100.0,306.0,Unknown,shop51785_studio
Tech37937 Daily,Unknown,482000,141.0,19500.0,4000000.0,7.5845,United Kingdom,100.0,307.0,Unknown,tech37937_daily
Influenceur,Unknown,46900000,612.0,1200000.0,4000000.0,7.584500000000001,Netherlands,100.0,308.0,Unknown,music86997_lab
Life39171 Style,Unknown,1200000,2100.0,34700.0,4000000.0,7.5845,Spain,100.0,309.0,Unknown,life39171_style
Food,Unknown,11600000,279.0,303500.0,4000000.0,7.584500000000001,United States,100.0,310.0,Unknown,food12892_zone
Life82419 Studio,Unknown,386600,4000.0,43200.0,4000000.0,7.584500000000001,Tunisia,100.0,311.0,Unknown,life82419_studio
Urban,Unknown,172100,1700.0,13700.0,4000000.0,7.5845,Netherlands,100.0,312.0,Unknown,urban82257_vlog
Food38195 Hub,Unknown,198800,1600.0,13200.0,4000000.0,7.5845,Norway,100.0,313.0,Unknown,food38195_hub
Travel,Unknown,65000000,2100.0,1100000.0,4000000.0,7.5845,France,100.0,314.0,Unknown,travel87232_lab
Shop90500 Style,Unknown,7000000,876.0,387000.0,4000000.0,7.5845,Egypt,100.0,315.0,Unknown,shop90500_style
Urban,Unknown,38200000,3600.0,978200.0,4000000.0,7.5845,United Kingdom,100.0,316.0,Unknown,urban16798_official
Vibes34668 Daily,Unknown,7200000,1100.0,431800.0,4000000.0,7.5845,Brazil,100.0,317.0,Unknown,vibes34668_daily
Daily94174 Life,Unknown,1000000,968.0,62100.0,4000000.0,7.5845,Mexico,100.0,318.0,Unknown,daily94174_life
Trend,Unknown,7700000,1400.0,306200.0,4000000.0,7.5845,Netherlands,100.0,319.0,Unknown,trend60193_zone
Urban32835 Hub,Unknown,692700,1000.0,63700.0,4000000.0,7.5845,Netherlands,100.0,320.0,Unknown,urban32835_hub
Tech,Unknown,1800000,3600.0,51900.0,4000000.0,7.584500000000001,Sweden,100.0,321.0,Unknown,tech51314_zone
Urban72857 Studio,Unknown,2000000,1500.0,85200.0,4000000.0,7.5845,Tunisia,100.0,322.0,Unknown,urban72857_studio
Home,Unknown,176200,2100.0,10900.0,4000000.0,7.584500000000001,India,100.0,323.0,Unknown,home15390_tv
Life1167 Life,Unknown,758700,741.0,89000.0,4000000.0,7.584499999999999,United Kingdom,100.0,324.0,Unknown,life1167_life
Vibes,Unknown,443400,1100.0,40300.0,4000000.0,7.584500000000001,Egypt,100.0,325.0,Unknown,vibes94566_tv
City66603 Daily,Unknown,271300,414.0,16600.0,4000000.0,7.5845,United States,100.0,326.0,Unknown,city66603_daily
Official27674 Daily,Unknown,448900,2800.0,34900.0,4000000.0,7.5845,India,100.0,327.0,Unknown,official27674_daily
Fit98761 Studio,Unknown,6200000,2300.0,277700.0,4000000.0,7.5845,Canada,100.0,328.0,Unknown,fit98761_studio
Mind,Unknown,4000000,871.0,161900.0,4000000.0,7.5845,United States,100.0,329.0,Unknown,mind96144_vlog
Music76979 Mag,Unknown,887400,2900.0,53500.0,4000000.0,7.5845,Japan,100.0,330.0,Unknown,music76979_mag
Beauty11548 Life,Unknown,374000,1300.0,29300.0,4000000.0,7.5845,Mexico,100.0,331.0,Unknown,beauty11548_life
Moda,Unknown,468500,3500.0,28600.0,4000000.0,7.5845,Japan,100.0,332.0,Unknown,moda17601_lab
City74507 Studio,Unknown,54600000,1700.0,388900.0,4000000.0,7.5845,Italy,100.0,333.0,Unknown,city74507_studio
Mind,Unknown,231800,86.0,23100.0,4000000.0,7.584500000000001,United Kingdom,100.0,334.0,Unknown,mind39816_official
Food83702 Mag,Unknown,48000000,3100.0,786600.0,4000000.0,7.5845,Turkey,100.0,335.0,Unknown,food83702_mag
Home,Unknown,739600,3500.0,76000.0,4000000.0,7.584500000000001,United States,100.0,336.0,Unknown,home20995_zone
Life59197 Hub,Unknown,206800,946.0,17800.0,4000000.0,7.584499999999999,South Korea,100.0,337.0,Unknown,life59197_hub
Home42440 Life,Unknown,14100000,675.0,378200.0,4000000.0,7.584500000000001,Japan,100.0,338.0,Unknown,home42440_life
Eco47578 Daily,Unknown,8600000,3900.0,331400.0,4000000.0,7.584500000000001,Spain,100.0,339.0,Unknown,eco47578_daily
Influenceur,Unknown,1200000,303.0,45300.0,4000000.0,7.5845,Tunisia,100.0,340.0,Unknown,city96318_official
Travel,Unknown,457500,1500.0,26100.0,4000000.0,7.5845,Argentina,100.0,341.0,Unknown,travel8106_official
Music20968 Style,Unknown,5200000,3600.0,193600.0,4000000.0,7.5845,Australia,100.0,342.0,Unknown,music20968_style
Vibes,Unknown,144900,3800.0,12800.0,4000000.0,7.5845,Germany,100.0,343.0,Unknown,vibes17675_vlog
Influenceur,Unknown,19300000,1000.0,457400.0,4000000.0,7.5845,Brazil,100.0,344.0,Unknown,shop70327_lab
Shop8129 Mag,Unknown,240600,1300.0,23500.0,4000000.0,7.5845,India,100.0,345.0,Unknown,shop8129_mag
Eco56042 Daily,Unknown,447900,3200.0,36600.0,4000000.0,7.5845,Brazil,100.0,346.0,Unknown,eco56042_daily
Mind,Unknown,181600,3400.0,8700.0,4000000.0,7.5845,Turkey,100.0,347.0,Unknown,mind85299_official
Food,Unknown,1800000,3200.0,43800.0,4000000.0,7.5845,Tunisia,100.0,348.0,Unknown,food58807_official
Official,Unknown,229400,629.0,15300.0,4000000.0,7.584500000000001,Spain,100.0,349.0,Unknown,official34812_zone
Food30967 Life,Unknown,710400,1000.0,26800.0,4000000.0,7.5845,Tunisia,100.0,350.0,Unknown,food30967_life
Style11037 Hub,Unknown,404000,2500.0,31300.0,4000000.0,7.584500000000001,Brazil,100.0,351.0,Unknown,style11037_hub
Moda56998 Mag,Unknown,6200000,2800.0,214600.0,4000000.0,7.584500000000001,Egypt,100.0,352.0,Unknown,moda56998_mag
Tech,Unknown,7500000,2200.0,422300.0,4000000.0,7.584500000000001,India,100.0,353.0,Unknown,tech17418_vlog
Trend,Unknown,657900,1400.0,57500.0,4000000.0,7.5845,Argentina,100.0,354.0,Unknown,trend83240_tv
Fit80599 Life,Unknown,8700000,2800.0,350300.0,4000000.0,7.5845,Egypt,100.0,355.0,Unknown,fit80599_life
Trend,Unknown,325900,1600.0,18300.0,4000000.0,7.5845,Mexico,100.0,356.0,Unknown,trend1927_vlog
Influenceur,Unknown,167400,3800.0,9600.0,4000000.0,7.5845,South Korea,100.0,357.0,Unknown,eco3876_tv
Influenceur,Unknown,3000000,1800.0,72700.0,4000000.0,7.5845,India,100.0,358.0,Unknown,style84365_lab
Urban,Unknown,25300000,540.0,533600.0,4000000.0,7.5845,Germany,100.0,359.0,Unknown,urban28375_official
Influenceur,Unknown,78300000,2900.0,796400.0,4000000.0,7.584500000000001,Canada,100.0,360.0,Unknown,shop85379_lab
Home,Unknown,1400000,311.0,31400.0,4000000.0,7.5845,India,100.0,361.0,Unknown,home16177_world
Life74921 Studio,Unknown,4300000,2300.0,145000.0,4000000.0,7.584500000000001,Tunisia,100.0,362.0,Unknown,life74921_studio
Official67490 Mag,Unknown,8000000,2600.0,250300.0,4000000.0,7.5845,Argentina,100.0,363.0,Unknown,official67490_mag
Life19503 Daily,Unknown,1000000,821.0,57800.0,4000000.0,7.584500000000001,France,100.0,364.0,Unknown,life19503_daily
Moda,Unknown,235900,2900.0,14700.0,4000000.0,7.584500000000001,Germany,100.0,365.0,Unknown,moda57761_tv
Home,Unknown,1100000,3000.0,34500.0,4000000.0,7.584500000000001,Sweden,100.0,366.0,Unknown,home82797_vlog
Influenceur,Unknown,206900,1600.0,12400.0,4000000.0,7.5845,Netherlands,100.0,367.0,Unknown,music54509_vlog
City5390 Studio,Unknown,9600000,1100.0,247300.0,4000000.0,7.5845,United States,100.0,368.0,Unknown,city5390_studio
Fit69311 Studio,Unknown,36900000,1200.0,374400.0,4000000.0,7.5845,Norway,100.0,369.0,Unknown,fit69311_studio
Glam65021 Mag,Unknown,649800,3500.0,36000.0,4000000.0,7.5845,Netherlands,100.0,370.0,Unknown,glam65021_mag
Trend70528 Life,Unknown,2900000,837.0,109100.0,4000000.0,7.5845,Norway,100.0,371.0,Unknown,trend70528_life
Urban99880 Studio,Unknown,1200000,3400.0,61800.0,4000000.0,7.5845,Netherlands,100.0,372.0,Unknown,urban99880_studio
Official,Unknown,46100000,1700.0,1300000.0,4000000.0,7.584500000000001,Italy,100.0,373.0,Unknown,official85527_zone
Official47653 Mag,Unknown,394600,2700.0,12900.0,4000000.0,7.5845,Italy,100.0,374.0,Unknown,official47653_mag
Influenceur,Unknown,1300000,860.0,31400.0,4000000.0,7.584500000000001,Germany,100.0,375.0,Unknown,shop66935_tv
Eco91679 Life,Unknown,220800,1200.0,13100.0,4000000.0,7.5845,United Kingdom,100.0,376.0,Unknown,eco91679_life
Influenceur,Unknown,113100,989.0,3500.0,4000000.0,7.584500000000001,Egypt,100.0,377.0,Unknown,style60978_lab
Mind91766 Mag,Unknown,70500000,739.0,597200.0,4000000.0,7.5845,United Kingdom,100.0,378.0,Unknown,mind91766_mag
Style32027 Studio,Unknown,7900000,2000.0,334800.0,4000000.0,7.584500000000001,Egypt,100.0,379.0,Unknown,style32027_studio
Influenceur,Unknown,829700,2600.0,36800.0,4000000.0,7.584500000000001,United States,100.0,380.0,Unknown,style9569_zone
Fit,Unknown,165200,1900.0,6400.0,4000000.0,7.5845,Argentina,100.0,381.0,Unknown,fit91696_world
Influenceur,Unknown,8100000,3900.0,349100.0,4000000.0,7.5845,Argentina,100.0,382.0,Unknown,city37743_tv
Daily30852 Life,Unknown,184600,719.0,15900.0,4000000.0,7.5845,Egypt,100.0,383.0,Unknown,daily30852_life
Shop82248 Hub,Unknown,1100000,258.0,62700.0,4000000.0,7.5845,South Korea,100.0,384.0,Unknown,shop82248_hub
Eco57513 Mag,Unknown,30000000,3900.0,632600.0,4000000.0,7.5845,Turkey,100.0,385.0,Unknown,eco57513_mag
Trend,Unknown,6100000,3800.0,309900.0,4000000.0,7.5845,Italy,100.0,386.0,Unknown,trend16403_world
Shop17219 Daily,Unknown,19200000,3100.0,248800.0,4000000.0,7.5845,Canada,100.0,387.0,Unknown,shop17219_daily
Moda3832 Mag,Unknown,4900000,1200.0,255800.0,4000000.0,7.584500000000001,India,100.0,388.0,Unknown,moda3832_mag
Influenceur,Unknown,1300000,3100.0,67000.0,4000000.0,7.5845,Germany,100.0,389.0,Unknown,music55184_lab
Influenceur,Unknown,1500000,2900.0,89700.0,4000000.0,7.584500000000001,Australia,100.0,390.0,Unknown,style66242_zone
Trend78991 Daily,Unknown,345900,1800.0,40600.0,4000000.0,7.5845,Canada,100.0,391.0,Unknown,trend78991_daily
Eco1507 Life,Unknown,332100,1600.0,31400.0,4000000.0,7.584500000000001,Italy,100.0,392.0,Unknown,eco1507_life
Influenceur,Unknown,362500,2700.0,22700.0,4000000.0,7.584500000000001,United States,100.0,393.0,Unknown,shop17377_vlog
Moda,Unknown,3300000,3600.0,68100.0,4000000.0,7.584500000000001,Turkey,100.0,394.0,Unknown,moda65363_vlog
Beauty29766 Style,Unknown,71500000,235.0,1100000.0,4000000.0,7.5845,Turkey,100.0,395.0,Unknown,beauty29766_style
Influenceur,Unknown,1900000,2500.0,69100.0,4000000.0,7.5845,Norway,100.0,396.0,Unknown,city34784_zone
City92644 Life,Unknown,986600,679.0,72200.0,4000000.0,7.5845,India,100.0,397.0,Unknown,city92644_life
Food,Unknown,1600000,391.0,40000.0,4000000.0,7.5845,Netherlands,100.0,398.0,Unknown,food11953_world
Vibes54250 Hub,Unknown,3200000,2100.0,156700.0,4000000.0,7.5845,Australia,100.0,399.0,Unknown,vibes54250_hub
Influenceur,Unknown,4800000,268.0,186600.0,4000000.0,7.5845,Turkey,100.0,400.0,Unknown,eco38562_lab
Tech,Unknown,324500,3800.0,25700.0,4000000.0,7.584500000000001,France,100.0,401.0,Unknown,tech63047_zone
Influenceur,Unknown,442500,1200.0,23300.0,4000000.0,7.5845,Spain,100.0,402.0,Unknown,city35530_lab
Trend,Unknown,263200,102.0,15900.0,4000000.0,7.584500000000001,Egypt,100.0,403.0,Unknown,trend58241_zone
Influenceur,Unknown,9100000,290.0,254200.0,4000000.0,7.5845,United States,100.0,404.0,Unknown,music31106_tv
Beauty,Unknown,169800,2300.0,19800.0,4000000.0,7.584500000000001,Italy,100.0,405.0,Unknown,beauty67756_vlog
City20072 Mag,Unknown,76300000,2500.0,626900.0,4000000.0,7.5845,India,100.0,406.0,Unknown,city20072_mag
Influenceur,Unknown,4500000,3400.0,114300.0,4000000.0,7.584500000000001,Sweden,100.0,407.0,Unknown,style33418_lab
Influenceur,Unknown,8800000,2100.0,524900.0,4000000.0,7.584500000000001,Italy,100.0,408.0,Unknown,city50489_vlog
Fit,Unknown,7900000,2500.0,200600.0,4000000.0,7.5845,France,100.0,409.0,Unknown,fit33852_lab
Beauty,Unknown,1000000,849.0,54500.0,4000000.0,7.5845,Netherlands,100.0,410.0,Unknown,beauty99266_official
Influenceur,Unknown,1800000,3400.0,43300.0,4000000.0,7.5845,Argentina,100.0,411.0,Unknown,city58765_official
Travel26995 Style,Unknown,7600000,2700.0,165500.0,4000000.0,7.5845,France,100.0,412.0,Unknown,travel26995_style
Beauty,Unknown,62600000,839.0,432100.0,4000000.0,7.5845,Sweden,100.0,413.0,Unknown,beauty12661_world
Shop56404 Life,Unknown,5300000,3500.0,114400.0,4000000.0,7.5845,Egypt,100.0,414.0,Unknown,shop56404_life
Influenceur,Unknown,8700000,971.0,195300.0,4000000.0,7.5845,Tunisia,100.0,415.0,Unknown,city51383_official
Food34292 Mag,Unknown,100500,1900.0,8700.0,4000000.0,7.584500000000001,Argentina,100.0,416.0,Unknown,food34292_mag
Vibes41072 Life,Unknown,10000000,1100.0,265700.0,4000000.0,7.5845,United States,100.0,417.0,Unknown,vibes41072_life
Life,Unknown,27700000,1600.0,744700.0,4000000.0,7.584500000000001,Canada,100.0,418.0,Unknown,life30758_tv
Urban,Unknown,500000,2300.0,21200.0,4000000.0,7.5845,Mexico,100.0,419.0,Unknown,urban92645_tv
Food,Unknown,157700,80.0,18700.0,4000000.0,7.584500000000001,India,100.0,420.0,Unknown,food40535_world
Tech,Unknown,4900000,1100.0,138600.0,4000000.0,7.584500000000001,Brazil,100.0,421.0,Unknown,tech63779_vlog
Influenceur,Unknown,1000000,923.0,38200.0,4000000.0,7.5845,France,100.0,422.0,Unknown,music66217_official
Food,Unknown,3800000,2800.0,123800.0,4000000.0,7.5845,Italy,100.0,423.0,Unknown,food71725_vlog
Trend54012 Life,Unknown,46000000,3300.0,891500.0,4000000.0,7.5845,Spain,100.0,424.0,Unknown,trend54012_life
Beauty75474 Daily,Unknown,9800000,125.0,218100.0,4000000.0,7.5845,Spain,100.0,425.0,Unknown,beauty75474_daily
Tech,Unknown,9600000,892.0,194300.0,4000000.0,7.5845,Canada,100.0,426.0,Unknown,tech13126_tv
Influenceur,Unknown,6700000,1600.0,144600.0,4000000.0,7.5845,Turkey,100.0,427.0,Unknown,music35405_official
Influenceur,Unknown,1200000,3000.0,49800.0,4000000.0,7.5845,Japan,100.0,428.0,Unknown,music40325_official
Beauty74845 Studio,Unknown,171000,576.0,9300.0,4000000.0,7.584500000000001,Egypt,100.0,429.0,Unknown,beauty74845_studio
Urban,Unknown,491200,3400.0,31700.0,4000000.0,7.5845,Sweden,100.0,430.0,Unknown,urban22830_world
Tech27556 Hub,Unknown,66599999,3100.0,788600.0,4000000.0,7.584500000000001,Brazil,100.0,431.0,Unknown,tech27556_hub
Travel34257 Hub,Unknown,9500000,3200.0,557700.0,4000000.0,7.5845,Norway,100.0,432.0,Unknown,travel34257_hub
Moda4883 Style,Unknown,4099999,3500.0,117400.0,4000000.0,7.584500000000001,South Korea,100.0,433.0,Unknown,moda4883_style
Influenceur,Unknown,1800000,1200.0,106300.0,4000000.0,7.5845,Argentina,100.0,434.0,Unknown,eco42377_zone
Travel6353 Life,Unknown,660200,1600.0,61500.0,4000000.0,7.584500000000001,United States,100.0,435.0,Unknown,travel6353_life
Mind4599 Hub,Unknown,1100000,3500.0,41600.0,4000000.0,7.5845,Italy,100.0,436.0,Unknown,mind4599_hub
Influenceur,Unknown,6800000,3300.0,298400.0,4000000.0,7.5845,Germany,100.0,437.0,Unknown,city51339_vlog
Life90026 Mag,Unknown,145300,2500.0,5200.0,4000000.0,7.5845,Norway,100.0,438.0,Unknown,life90026_mag
Vibes,Unknown,2100000,1800.0,68000.0,4000000.0,7.5845,Germany,100.0,439.0,Unknown,vibes99302_tv
Home3662 Hub,Unknown,6500000,381.0,177200.0,4000000.0,7.5845,Tunisia,100.0,440.0,Unknown,home3662_hub
Official,Unknown,1800000,307.0,64700.0,4000000.0,7.5845,Egypt,100.0,441.0,Unknown,official85581_zone
Mind,Unknown,496300,574.0,31700.0,4000000.0,7.5845,India,100.0,442.0,Unknown,mind13031_zone
Shop41339 Studio,Unknown,1600000,844.0,92100.0,4000000.0,7.5845,Sweden,100.0,443.0,Unknown,shop41339_studio
Life,Unknown,3500000,160.0,176500.0,4000000.0,7.584500000000001,Italy,100.0,444.0,Unknown,life5692_world
Eco56768 Studio,Unknown,4800000,2400.0,104300.0,4000000.0,7.5845,Argentina,100.0,445.0,Unknown,eco56768_studio
Glam,Unknown,1800000,690.0,83100.0,4000000.0,7.584500000000001,Turkey,100.0,446.0,Unknown,glam34864_vlog
